# Generated by scripts/generate_inversions.py (PLAN §5.2 pass 2).
# Sense-keyed: one row per (trigger, sense). See senses.py.
trigger	replacement	hard_word	pos	trigger_sense	block_context	require_context	note
calm	imperturbable	imperturbable	ADJ	(of a person) not easily upset or excited	sea|seas|water|waters|weather|wind|storm|ocean|lake|calm down|keep calm|before the storm	he|she|remained|stayed|manner|temperament|demeanor|demeanour|presence	
on hold	in abeyance	abeyance	ADJ	temporarily suspended, pending resumption	phone|call|caller|line|music|receiver|operator|dial		
in limbo	in abeyance	abeyance	ADJ	in a state of suspension awaiting resolution	dance|dancing|bar|souls|Catholic|purgatory		
suspension	abeyance	abeyance	NOUN	the state of being temporarily halted	car|vehicle|front|rear|spring|shock|bridge|player|school|student|license|driving|liquid|particles		
make up	fabricate	fabricate	VERB	to invent something false, such as a story or excuse	makeup|cosmetics|foundation|lipstick|bed|mind|for|difference|reconcile|apologize|percent|ground	story|excuse|evidence|alibi|account|details|charges|quotes	
made up	fabricated	fabricate	VERB	invented something false (past tense)	makeup|cosmetics|bed|mind|up for|reconciled|percent|comprised|consists	story|excuse|evidence|quote|allegation|account|details|lie	
invented	fabricated	fabricate	VERB	concocted a false story or claim	patent|inventor|machine|telephone|lightbulb|device|technology|wheel	story|excuse|claim|allegation|quote|charge|evidence|lie	
sad	glum	glum	ADJ	of a person: looking or feeling dejected	story|news|song|movie|film|ending|truth|fact|state of affairs|sad to say	looked|seemed|felt|face|mood|expression|looking|silence	
gloomy	glum	glum	ADJ	of a person or mood: dejected, morose	weather|sky|clouds|room|corridor|light|forecast|outlook|day|rain|cellar	mood|face|expression|looked|felt|seemed|silence|he|she	
downcast	glum	glum	ADJ	dejected in spirits	eyes|gaze|glance		
sign	harbinger	harbinger	NOUN	an indication that something is coming or about to happen	road|traffic|street|language|neon|signed|signature|zodiac|stop|warning sign|post|sign up	of	
omen	harbinger	harbinger	NOUN	a thing regarded as foretelling a future event			
forerunner	harbinger	harbinger	NOUN	a thing that precedes and signals the coming of another			
inherent	intrinsic	intrinsic	ADJ	existing as a natural or permanent part of something			
built-in	intrinsic	intrinsic	ADJ	forming an integral, inseparable part of something	oven|wardrobe|closet|camera|microphone|speakers|shelves|dishwasher|furniture|battery|screen	advantage|bias|limitation|tendency|flaw|value|quality	
essential	intrinsic	intrinsic	ADJ	belonging to the essential nature of something	oils|oil|vitamins|nutrients|workers|services|supplies|amino|it is essential|absolutely|essential that	nature|quality|character|part|element|feature|difference	
generosity	largess	largess	NOUN	liberality in giving money or gifts			
handouts	largess	largess	NOUN	money or gifts freely bestowed	printed|photocopied|class|lecture|students|paper|slides|conference	government|state|donor|patron|federal|corporate|wealthy	
womanizer	libertine	libertine	NOUN	a man who indulges in sensual pleasures without moral restraint			
playboy	libertine	libertine	NOUN	a pleasure-seeking man of loose morals	magazine|mansion|bunny|centerfold|Hefner|issue|cover		
wrongdoing	malfeasance	malfeasance	NOUN	illegal or dishonest conduct, especially in office		official|officials|government|mayor|agency|public|corporate|commissioner|department|council	
misconduct	malfeasance	malfeasance	NOUN	unacceptable or improper behavior by an official or professional	sexual|athlete|player|referee|penalty|match|student|classroom|harassment	official|government|public|agency|corporate|financial|police|court	
corruption	malfeasance	malfeasance	NOUN	dishonest conduct by those in power	file|data|disk|memory|download|text|corruption of the word|language	official|officials|government|police|mayor|bribery|court|scandal	
trendy	modish	modish	ADJ	very fashionable at the moment			
fashionable	modish	modish	ADJ	following the current fashion	late|fashionably late		
stylish	modish	modish	ADJ	fashionably elegant		dress|clothes|outfit|hat|coat|suit|decor|interior|haircut|look	
emerging	nascent	nascent	ADJ	just coming into existence and beginning to develop	emerging from|she emerged|he emerged|tunnel|water|building	industry|market|technology|movement|field|sector|democracy|trend|business|company	
budding	nascent	nascent	ADJ	beginning to develop, showing promise	flower|flowers|plant|plants|tree|branch|spring|garden|roses|yeast	career|romance|friendship|industry|talent|relationship|business|writer|artist|star	
fledgling	nascent	nascent	ADJ	newly created and inexperienced	bird|birds|nest|chick|feathers		
recurring	perennial	perennial	ADJ	happening again and again over a long period	decimal|dream|dreams|nightmare|payment|payments|subscription|billing|invoice|charge	problem|problems|issue|issues|theme|question|complaint|debate|concern|favorite	
constant	perennial	perennial	ADJ	unceasing, permanently present	speed|temperature|rate|pressure|variable|value|numerical|physics|equation|gravitational|constant of	companion|reminder|source|threat|presence|struggle|complaint|battle	
long-standing	perennial	perennial	ADJ	having existed for a long time and continuing		favorite|rival|rivalry|problem|dispute|complaint|tradition|question|debate	
devout	pious	pious	ADJ	deeply religious			
religious	pious	pious	ADJ	of a person: believing in and practising a religion devoutly	freedom|studies|group|groups|organization|institution|school|order|text|texts|holiday|tolerance|persecution|affiliation|religious about	man|woman|family|people|upbringing|he|she|deeply|very	
God-fearing	pious	pious	ADJ	earnestly religious			
timely	providential	providential	ADJ	happening at a favorable or opportune moment	manner|fashion|payment|payments|delivery|deadline|filing|submission|response time	arrival|intervention|rescue|reminder|warning|escape|discovery|gift	
lucky	providential	providential	ADJ	fortunate in its timing or occurrence	number|numbers|charm|penny|socks|lottery|draw|winner|guess|dip|strike|feeling lucky|get lucky	break|escape|coincidence|timing|arrival|chance|turn of events|accident	
heaven-sent	providential	providential	ADJ	arriving opportunely as if by divine help			
skill	prowess	prowess	NOUN	outstanding ability in an activity	skill set|skills|soft|hard|learn a skill|job|training course|trade	athletic|technical|military|musical|tactical|his|her|their|considerable|impressive	
expertise	prowess	prowess	NOUN	expert skill in a particular activity			
bravery	prowess	prowess	NOUN	courage and skill in battle		battle|war|combat|battlefield|soldiers|warrior|army|knight	
split	schism	schism	NOUN	a division between strongly opposed groups within an organization	banana|wood|log|hairs|ends|seconds|stock|screen|pea|the splits|split second	party|church|movement|group|union|organization|faction|congregation|coalition|membership	
rift	schism	schism	NOUN	a serious break in friendly relations between groups	valley|geological|tectonic|crack|glacier|rock|earth's	party|church|movement|alliance|factions|leadership|union|coalition	
division	schism	schism	NOUN	a disagreement that splits a body into opposed sections	long division|cell|army|infantry|corps|company|league|first division|sales division|multiplication|labor	party|church|movement|deep|bitter|factions|congregation	
smear	slander	slander	VERB	to damage someone's reputation with false accusations	butter|jam|paint|cream|blood|glass|lipstick|mud on|test|slide|sunscreen|grease	reputation|opponent|name|rival|candidate|critics|campaign	
badmouth	slander	slander	VERB	to speak damagingly and falsely about someone			
smeared	slandered	slander	VERB	damaged someone's reputation with false accusations (past tense)	butter|jam|paint|cream|blood|glass|lipstick|mud|grease|ink|makeup	reputation|opponent|name|rival|candidate|press|campaign	
careful	meticulous	meticulous	ADJ	attentive to detail and accuracy in doing work	be careful|warning|danger|dangerous|watch|driving|steps|slippery|knife		
thorough	meticulous	meticulous	ADJ	complete and detailed in execution			
painstaking	meticulous	meticulous	ADJ	done with great care and effort			
biting	mordant	mordant	ADJ	sharply critical or sarcastic in tone	wind|cold|frost|dog|teeth|insect|nails|lip	wit|humour|humor|satire|sarcasm|criticism|commentary|irony|remark|tone	
sarcastic	mordant	mordant	ADJ	cuttingly ironic or scornful			
caustic	mordant	mordant	ADJ	bitingly critical	soda|chemical|acid|burn|solution|skin		
outpace	outstrip	outstrip	VERB	go faster than or surpass			
exceeds	outstrips	outstrip	VERB	is greater in quantity or degree than	speed limit|authority|dose|dosage		
exceeded	outstripped	outstrip	VERB	was greater in quantity or degree than	speed limit|authority|dose|dosage		
shaky	precarious	precarious	ADJ	unsteady and likely to collapse or fail	hands|voice|legs|camera|knees|handwriting		
unstable	precarious	precarious	ADJ	liable to change or collapse; insecure	mentally|emotionally|patient|chemical|compound|isotope|molecule		
insecure	precarious	precarious	ADJ	not firmly fixed or safe from failure	felt|feel|feeling|self-esteem|confidence|teenager	position|job|employment|foothold|hold|perch|existence|livelihood	
odd	quirky	quirky	ADJ	peculiar or unconventional in an endearing way	odds|number|numbers|even|job|jobs|socks|one out|hours		
offbeat	quirky	quirky	ADJ	unconventional and unusual			
peculiar	quirky	quirky	ADJ	strange or unexpected in character	peculiar to|smell|taste|odour|odor		
rejected	repudiated	repudiate	VERB	refused to accept a claim, doctrine or agreement	transplant|organ|kidney|graft|application|manuscript|candidate|donor|body		
reject	repudiate	repudiate	VERB	refuse to accept a claim, doctrine or agreement	transplant|organ|kidney|graft|application|manuscript|candidate|donor|body		
disown	repudiate	repudiate	VERB	refuse to acknowledge or be associated with			
diplomacy	tact	tact	NOUN	skill in handling people without giving offence	foreign|international|embassy|ambassador|treaty|nations|summit|policy|war		
sensitivity	tact	tact	NOUN	delicacy in dealing with others' feelings	skin|light|allergy|allergic|gluten|temperature|pain|test|instrument|detector	handled|handle|dealing|deal|approached|conversation|subject|colleagues|patients|families	
trivial	trifling	trifling	ADJ	of little value or importance	pursuit|trivia		
insignificant	trifling	trifling	ADJ	too small or unimportant to matter	statistically		
petty	trifling	trifling	ADJ	of minor importance	cash|officer|crime|criminal|theft|spiteful|jealousy		
chaotic	turbulent	turbulent	ADJ	marked by disorder and confusion	theory|system dynamics		
stormy	turbulent	turbulent	ADJ	full of conflict and upheaval	weather|clouds|sea|seas|rain|night|sky|forecast|wind	relationship|marriage|career|period|years|history|meeting|tenure	
troubled	turbulent	turbulent	ADJ	marked by unrest and instability	teen|teenager|youth|sleep|waters|conscience|expression|face|looked	times|period|era|decade|years|history	
savvy	acumen	acumen	NOUN	practical shrewdness and good judgment	savvy consumers|savvy shoppers|savvy investors|tech-savvy	business|political|financial|commercial|media|marketing|legal	
shrewdness	acumen	acumen	NOUN	sharp judgment and practical intelligence			
opposite	antithesis	antithesis	NOUN	the direct contrary of something	side|sides|direction|street|wall|corner|sat|sitting|seat|platform|bank|end of the room	of	
reverse	antithesis	antithesis	NOUN	the contrary of what has been stated	gear|car|engine|coin|side|order|charges|truck	of	
attributed	ascribed	ascribe	VERB	regarded as caused by or belonging to			
attribute	ascribe	ascribe	VERB	regard as caused by or belonging to	attributes such as|key attribute|personal attributes|physical attribute	to	
credited	ascribed	ascribe	VERB	regarded as the source or author of something	account|card|bank|money|refund|score|hours|course	to	
confused	befuddled	befuddled	ADJ	unable to think clearly or understand	confused with|confused for|should not be confused		
bewildered	befuddled	befuddled	ADJ	perplexed and unable to think clearly			
muddled	befuddled	befuddled	ADJ	mentally confused	muddle through		
avoid	eschew	eschew	VERB	deliberately abstain from using or doing	accident|collision|crash|traffic|detection|capture|eye contact|danger|injury|confrontation		
avoided	eschewed	eschew	VERB	deliberately abstained from using or doing	accident|collision|crash|traffic|detection|capture|eye contact|danger|injury		
shun	eschew	eschew	VERB	deliberately keep away from or reject	community|shunned by|excommunicated		
obscure	esoteric	esoteric	ADJ	known or understood by very few people	view|sight|sun|clouds|obscured|vision|facts remain|origins are obscure	knowledge|subject|topic|texts|reference|references|details|field|debate|terminology	
specialized	esoteric	esoteric	ADJ	confined to a narrow expert audience	equipment|cells|tools|machinery|training programme|clinic	knowledge|jargon|terminology|vocabulary|language|subject|discipline	
